id_lote,Fraccionamiento,ClaveLote,manzana
1909,44,LCOR-6-3,6
1910,44,LCOR-6-3a,6
1911,44,LCOR-6-3b,6
1912,44,LCOR-6-3c,6
1913,44,LCOR-6-4,6
1914,44,LCOR-6-4a,6
1915,44,LCOR-6-4b,6
1916,44,LCOR-6-4c,6
1917,44,LCOR-6-5,6
1918,44,LCOR-6-5a,6
1919,44,LCOR-6-5b,6
1920,44,LCOR-6-5c,6
1921,44,LCOR-6-5d,6
1922,44,LCOR-6-5e,6
1923,44,LCOR-6-5f,6
1924,44,LCOR-6-6,6
1925,44,LCOR-6-6a,6
1926,44,LCOR-6-7,6
1927,44,LCOR-6-7a,6
1928,44,LCOR-6-8,6
1929,44,LCOR-6-9,6
1930,44,LCOR-6-9a,6
1931,44,LCOR-6-10,6
1932,44,LCOR-6-11,6
1933,44,LCOR-6-11a,6
1934,44,LCOR-6-11b,6
1935,44,LCOR-6-12,6
1936,44,LCOR-7-1,7
1937,44,LCOR-7-1a,7
1938,44,LCOR-7-1b,7
1939,44,LCOR-7-2,7
1940,44,LCOR-7-3,7
1941,44,LCOR-7-4,7
1942,44,LCOR-7-4a,7
1943,44,LCOR-8-1,8
1944,44,LCOR-8-1a,8
1945,44,LCOR-8-2,8
1946,44,LCOR-8-3,8
1947,44,LCOR-8-3a,8
1948,44,LCOR-8-4,8
1949,44,LCOR-8-4a,8
1950,44,LCOR-8-5,8
1951,44,LCOR-8-5a,8
1952,44,LCOR-8-6,8
1953,44,LCOR-8-6a,8
1954,44,LCOR-8-7,8
1955,44,LCOR-8-8,8
1956,44,LCOR-8-9,8
1957,44,LCOR-8-10,8
1958,44,LCOR-8-10a,8
1959,44,LCOR-8-11,8
1960,44,LCOR-8-12,8
1961,44,LCOR-8-12a,8
1962,44,LCOR-8-12b,8
1963,44,LCOR-8-12c,8
1964,44,LCOR-8-13,8
1965,44,LCOR-8-14,8
1966,44,LCOR-9-1,9
1967,44,LCOR-9-2,9
1968,44,LCOR-9-3,9
1969,44,LCOR-9-4,9
1970,44,LCOR-9-5,9
1971,44,LCOR-9-6,9
1972,44,LCOR-9-7,9
1973,44,LCOR-9-8,9
1974,44,LCOR-9-9,9
1975,44,LCOR-9-10,9
1976,44,LCOR-9-11,9
1977,44,LCOR-9-12,9
1978,44,LCOR-9-13,9
1979,44,LCOR-9-14,9
1980,44,LCOR--,0
1986,11,EN1-2-5,2
1987,11,EN1-2-5a,2
1988,11,EN1-2-6,2
1989,11,EN1-2-7,2
1990,11,EN1-2-8,2
1991,11,EN1-2-9,2
1992,11,EN1-2-10,2
1993,11,EN1-2-11,2
1994,11,EN1-2-11a,2
1995,11,EN1-5-13,5
1996,11,EN1-5-14,5
1997,11,EN1-5-15,5
1998,11,EN1-6-6,6
1999,11,EN1-6-11,6
2000,11,EN1-6-13,6
2001,11,EN1-6-13a,6
2002,11,EN1-6-14,6
2003,11,EN1-6-15,6
2004,11,EN1-6-15a,6
2005,11,EN1-6-17,6
2006,11,EN1-6-19,6
2007,11,EN1-6-19a,6
2008,11,EN1-6-21,6
2009,11,EN1-6-21a,6
2010,11,EN1-6-21b,6
2011,11,EN1-7-3,7
2012,11,EN1-7-5,7
2013,11,EN1-7-6,7
2014,11,EN1-8-1,8
2015,11,EN1-8-3,8
2016,11,EN1-8-3a,8
2017,11,EN1-8-7,8
